patron_id,patron_status,is_active,is_paying,is_free_member,tier,pledge_usd,lifetime_usd,charge_frequency,subscription_source,started_at,cohort_month,last_charge_at,last_charge_status,access_expires_at,next_charge_at,last_updated_at,tenure_days
PATRON_0149,Active patron,TRUE,TRUE,No,Full Rewards,5,25,monthly,Patreon,12/22/2025 6:56,2025-12,4/23/2026 0:36,Paid,,5/23/2026,4/23/2026 3:06,121
PATRON_0150,Former patron,FALSE,FALSE,Yes,Free,0,10.75,monthly,Patreon,6/28/2024 20:31,2024-06,10/29/2024 23:35,Paid,11/30/2024,11/30/2024,10/31/2025 6:00,489
PATRON_0151,Former patron,FALSE,FALSE,Yes,Free,0,236,monthly,Patreon,6/25/2024 9:52,2024-06,7/31/2024 11:58,Paid,8/31/2024,8/31/2024,10/30/2025 9:37,491
PATRON_0152,,FALSE,FALSE,Yes,Free,0,0,,Patreon,8/11/2024 13:08,2024-08,,,,,10/31/2025 6:00,619
PATRON_0153,Former patron,FALSE,TRUE,No,Full Rewards,5,10,monthly,Patreon,1/4/2025 1:47,2025-01,4/3/2025 2:16,Declined,3/4/2025,3/4/2025,12/5/2025 12:21,335
PATRON_0154,Former patron,FALSE,FALSE,Yes,Free,0,2.5,monthly,Patreon,2/11/2025 5:37,2025-02,2/11/2025 5:37,Paid,3/12/2025,3/12/2025,11/4/2025 6:42,266
PATRON_0155,Active patron,TRUE,TRUE,No,Full Rewards,50.4,100.8,annual,Patreon,11/7/2024 10:11,2024-11,11/8/2025 0:21,Paid,,11/8/2026,11/8/2025 2:52,531
PATRON_0156,Former patron,FALSE,TRUE,No,Full Rewards,5,7.5,monthly,Patreon,1/30/2025 3:41,2025-01,3/1/2025 1:01,Paid,4/1/2025,4/1/2025,11/4/2025 6:42,278
PATRON_0157,Former patron,FALSE,TRUE,No,Full Rewards,8.52,8.52,monthly,Apple in-app subscriptions,4/27/2025 22:40,2025-04,4/27/2025 22:40,Paid,5/27/2025,5/27/2025,10/30/2025 9:37,185
PATRON_0158,,FALSE,FALSE,Yes,Free,0,0,,Patreon,3/31/2025 15:18,2025-03,,,,,10/31/2025 6:00,387
PATRON_0159,Former patron,FALSE,FALSE,Yes,Free,0,5,monthly,Patreon,12/30/2024 1:47,2024-12,12/30/2024 1:47,Paid,1/30/2025,1/30/2025,12/11/2025 21:35,346
PATRON_0160,,FALSE,FALSE,Yes,Free,0,0,,Patreon,4/21/2024 8:30,2024-04,,,,,11/5/2025 11:41,731
PATRON_0161,Active patron,TRUE,TRUE,No,Full Rewards,5,85,monthly,Patreon,12/1/2024 7:24,2024-12,4/2/2026 0:44,Paid,,5/2/2026,4/2/2026 8:55,507
PATRON_0162,Former patron,FALSE,TRUE,No,Full Rewards,5,5,monthly,Patreon,8/24/2024 21:57,2024-08,8/24/2024 21:57,Paid,9/25/2024,9/25/2024,10/31/2025 6:00,432
PATRON_0163,Former patron,FALSE,TRUE,No,Full Rewards,7.82,7.82,monthly,Apple in-app subscriptions,7/30/2025 8:56,2025-07,7/30/2025 8:56,Paid,8/30/2025,8/30/2025,10/31/2025 6:00,92
PATRON_0164,Active patron,TRUE,TRUE,No,Full Rewards,5,25,monthly,Patreon,11/26/2025 16:49,2025-11,3/27/2026 0:05,Paid,,4/27/2026,3/27/2026 13:32,147
PATRON_0165,Former patron,FALSE,FALSE,Yes,Free,0,5,monthly,Patreon,9/30/2025 8:36,2025-09,9/30/2025 8:36,Paid,10/31/2025,10/31/2025,11/5/2025 11:41,36
PATRON_0166,Active patron,TRUE,TRUE,No,Full Rewards,5,90,monthly,Patreon,11/10/2024 18:49,2024-11,4/11/2026 0:19,Paid,,5/11/2026,4/11/2026 8:36,528
PATRON_0167,,FALSE,FALSE,Yes,Free,0,0,,Patreon,8/21/2024 12:55,2024-08,,,,,10/30/2025 9:37,609
PATRON_0168,Former patron,FALSE,FALSE,Yes,Free,0,5,monthly,Patreon,8/30/2024 12:46,2024-08,8/30/2024 12:46,Paid,9/30/2024,9/30/2024,11/2/2025 6:50,428
PATRON_0169,,FALSE,FALSE,Yes,Free,0,0,,Patreon,1/22/2026 20:56,2026-01,,,,,1/22/2026 20:56,90
PATRON_0170,Former patron,FALSE,TRUE,No,Full Rewards,5,16.1,monthly,Patreon,4/20/2025 15:06,2025-04,10/31/2025 2:44,Declined,10/2/2025,10/2/2025,12/14/2025 18:06,238
PATRON_0171,Declined patron,FALSE,TRUE,No,Full Rewards,5,15,monthly,Patreon,5/19/2024 19:30,2024-05,7/20/2024 0:25,Paid,8/20/2024,8/20/2024,10/31/2025 6:00,703
PATRON_0172,,FALSE,FALSE,Yes,Free,0,0,,Patreon,4/4/2026 19:02,2026-04,,,,,4/4/2026 19:02,18
PATRON_0173,Former patron,FALSE,TRUE,No,Full Rewards,5,5,monthly,Patreon,11/12/2024 11:51,2024-11,11/12/2024 11:51,Paid,12/13/2024,12/13/2024,12/23/2025 5:22,405
PATRON_0174,Former patron,FALSE,FALSE,Yes,Free,0,5,monthly,Patreon,6/5/2025 21:52,2025-06,8/5/2025 2:42,Declined,7/6/2025,7/6/2025,4/8/2026 22:05,307
PATRON_0175,Active patron,TRUE,TRUE,No,Full Rewards,5,68,monthly,Patreon,9/27/2024 17:08,2024-09,4/8/2026 0:36,Paid,,5/8/2026,4/8/2026 12:48,572
PATRON_0176,Former patron,FALSE,TRUE,No,Full Rewards,5,5,monthly,Patreon,7/15/2024 8:02,2024-07,7/15/2024 8:02,Paid,8/16/2024,8/16/2024,10/31/2025 6:00,472
PATRON_0177,,FALSE,FALSE,Yes,Free,0,0,,Patreon,6/14/2024 8:21,2024-06,,,,,10/31/2025 6:00,677
PATRON_0178,Former patron,FALSE,TRUE,No,Full Rewards,5,2.5,monthly,Patreon,2/13/2025 0:02,2025-02,2/13/2025 0:02,Paid,3/13/2025,3/13/2025,10/30/2025 9:37,259
PATRON_0179,,FALSE,FALSE,Yes,Free,0,0,,Patreon,7/9/2024 16:17,2024-07,,,,,10/30/2025 9:37,652
PATRON_0180,,FALSE,FALSE,Yes,Free,0,0,,Patreon,8/18/2025 14:45,2025-08,,,,,10/30/2025 9:37,247
PATRON_0181,,FALSE,FALSE,Yes,Free,0,0,,Patreon,1/12/2025 17:40,2025-01,,,,,10/31/2025 6:00,465
PATRON_0182,,FALSE,FALSE,Yes,Free,0,0,,Patreon,8/15/2025 17:55,2025-08,,,,,10/30/2025 9:37,250
PATRON_0183,,FALSE,FALSE,Yes,Free,0,0,,Patreon,5/16/2024 5:02,2024-05,,,,,11/2/2025 6:50,706
PATRON_0184,Active patron,TRUE,TRUE,No,Full Rewards,5,5,monthly,Patreon,3/27/2026 16:43,2026-03,3/27/2026 16:43,Paid,,4/27/2026,3/27/2026 18:58,26
PATRON_0185,Former patron,FALSE,TRUE,No,Full Rewards,5,60,monthly,Patreon,11/20/2024 23:36,2024-11,10/21/2025 0:21,Paid,11/21/2025,11/21/2025,11/21/2025 0:17,365
PATRON_0186,Active patron,TRUE,FALSE,Yes,Free,0,75.4,annual,Patreon,7/17/2025 21:20,2025-07,2/28/2026 22:31,Paid,3/1/2027,3/1/2027,3/22/2026 2:43,279
PATRON_0187,Former patron,FALSE,FALSE,Yes,Free,0,5,monthly,Patreon,8/30/2025 1:54,2025-08,8/30/2025 1:55,Paid,9/30/2025,9/30/2025,10/30/2025 9:37,61
PATRON_0188,Former patron,FALSE,TRUE,No,Full Rewards,5,15,monthly,Patreon,7/27/2024 0:47,2024-07,10/3/2024 16:54,Paid,11/4/2024,11/4/2024,11/4/2025 6:42,465
PATRON_0189,Former patron,FALSE,TRUE,No,Full Rewards,8.51,8.51,monthly,Apple in-app subscriptions,4/13/2025 20:52,2025-04,4/13/2025 20:52,Paid,5/13/2025,5/13/2025,11/2/2025 6:50,202
PATRON_0190,Former patron,FALSE,TRUE,No,Full Rewards,5,74,monthly,Patreon,7/6/2024 13:18,2024-07,12/10/2025 0:06,Paid,1/10/2026,1/10/2026,1/10/2026 0:29,552
PATRON_0191,Former patron,FALSE,TRUE,No,Full Rewards,5,285,monthly,Patreon,7/8/2024 22:17,2024-07,12/3/2025 0:07,Paid,1/3/2026,1/3/2026,1/3/2026 0:20,543
PATRON_0192,Active patron,TRUE,TRUE,No,Full Rewards,5,60,monthly,Patreon,5/16/2025 10:26,2025-05,4/17/2026 0:26,Paid,,5/17/2026,4/17/2026 7:08,341
PATRON_0193,,FALSE,FALSE,Yes,Free,0,0,,Patreon,2/18/2026 18:19,2026-02,,,,,2/18/2026 18:19,63
PATRON_0194,Active patron,TRUE,TRUE,No,Full Rewards,5,14.58,monthly,Patreon,8/10/2025 11:17,2025-08,4/21/2026 8:12,Paid,,5/21/2026,4/21/2026 10:27,255
PATRON_0195,,FALSE,FALSE,Yes,Free,0,0,,Patreon,9/29/2025 0:10,2025-09,,,,,11/4/2025 19:37,205
PATRON_0196,Active patron,TRUE,FALSE,Yes,Free,0,72.5,monthly,Patreon,2/3/2025 11:27,2025-02,4/3/2026 0:19,Paid,5/3/2026,5/3/2026,4/13/2026 23:47,443
PATRON_0197,Active patron,TRUE,TRUE,No,Full Rewards,5,10,monthly,Patreon,8/5/2025 0:37,2025-08,4/14/2026 3:26,Paid,,5/14/2026,4/14/2026 5:41,260
PATRON_0198,Former patron,FALSE,TRUE,No,VIP Rewards,10,50,monthly,Patreon,9/19/2024 10:06,2024-09,12/6/2025 15:09,Paid,1/6/2026,1/6/2026,1/6/2026 0:09,473
PATRON_0199,Active patron,TRUE,TRUE,No,Full Rewards,5,35,monthly,Patreon,9/27/2025 20:14,2025-09,3/28/2026 0:28,Paid,,4/28/2026,3/28/2026 8:46,207
PATRON_0200,Former patron,FALSE,FALSE,Yes,Free,0,10,monthly,Patreon,12/3/2025 8:49,2025-12,1/3/2026 0:27,Paid,2/3/2026,2/3/2026,2/3/2026 0:26,61
PATRON_0201,Former patron,FALSE,FALSE,Yes,Free,0,5,monthly,Patreon,11/12/2025 19:30,2025-11,11/12/2025 19:30,Paid,12/12/2025,12/12/2025,12/12/2025 0:44,29
PATRON_0202,Former patron,FALSE,FALSE,Yes,Free,0,2.5,monthly,Patreon,10/29/2024 22:04,2024-10,10/29/2024 22:04,Paid,11/30/2024,11/30/2024,11/2/2025 6:50,368
PATRON_0203,Active patron,TRUE,TRUE,No,Full Rewards,5,30,monthly,Patreon,11/14/2025 11:46,2025-11,4/16/2026 8:00,Paid,,5/15/2026,4/17/2026 7:08,159
PATRON_0204,Former patron,FALSE,TRUE,No,Full Rewards,5,5,monthly,Patreon,1/6/2025 1:03,2025-01,1/6/2025 1:03,Paid,2/6/2025,2/6/2025,11/4/2025 6:42,302
PATRON_0205,,FALSE,FALSE,Yes,Free,0,0,,Patreon,2/19/2025 14:20,2025-02,,,,,11/2/2025 6:50,427
PATRON_0206,Former patron,FALSE,TRUE,No,Full Rewards,5,15,monthly,Patreon,10/17/2024 4:44,2024-10,12/7/2025 15:14,Paid,1/8/2026,1/8/2026,1/8/2026 0:15,447
PATRON_0207,Declined patron,FALSE,TRUE,No,Full Rewards,5,0,monthly,Patreon,10/27/2024 5:47,2024-10,,,11/28/2024,11/28/2024,11/5/2025 11:41,542
PATRON_0208,Former patron,FALSE,TRUE,No,Full Rewards,5,48.24,monthly,Patreon,6/19/2024 13:04,2024-06,2/19/2025 0:53,Paid,3/19/2025,3/19/2025,11/2/2025 6:50,500
PATRON_0209,Former patron,FALSE,TRUE,No,Full Rewards,5,50,monthly,Patreon,1/6/2025 11:46,2025-01,10/22/2025 10:49,Paid,11/6/2025,11/6/2025,11/6/2025 0:29,303
PATRON_0210,Former patron,FALSE,FALSE,Yes,Free,0,5,monthly,Patreon,2/17/2025 16:57,2025-02,2/17/2025 16:58,Paid,3/18/2025,3/18/2025,10/31/2025 6:00,255
PATRON_0211,Declined patron,FALSE,TRUE,No,Full Rewards,5,5,monthly,Patreon,3/15/2026 23:47,2026-03,4/16/2026 0:33,Declined,4/16/2026,4/16/2026,4/16/2026 0:33,38
PATRON_0212,,FALSE,FALSE,Yes,Free,0,0,,Patreon,9/21/2024 10:38,2024-09,,,,,11/4/2025 6:42,578
PATRON_0213,Former patron,FALSE,FALSE,Yes,Free,0,12.5,monthly,Apple in-app subscriptions,1/28/2025 6:05,2025-01,3/22/2025 4:46,Paid,4/22/2025,4/22/2025,11/4/2025 6:42,280
PATRON_0214,Former patron,FALSE,FALSE,Yes,Free,0,3,monthly,Patreon,5/3/2025 21:00,2025-05,5/3/2025 21:00,Paid,6/4/2025,6/4/2025,11/5/2025 11:41,185
PATRON_0215,Former patron,FALSE,FALSE,Yes,Free,0,5,monthly,Patreon,9/23/2024 20:00,2024-09,9/23/2024 20:00,Paid,10/24/2024,10/24/2024,3/18/2026 20:43,541
PATRON_0216,Former patron,FALSE,FALSE,Yes,Free,0,10,monthly,Patreon,3/20/2025 5:34,2025-03,5/2/2025 3:08,Paid,5/21/2025,5/21/2025,10/31/2025 6:00,225
PATRON_0217,Former patron,FALSE,FALSE,Yes,Free,0,47.5,monthly,Patreon,2/2/2025 3:41,2025-02,11/2/2025 0:38,Paid,12/2/2025,12/2/2025,12/2/2025 0:17,302
PATRON_0218,,FALSE,FALSE,Yes,Free,0,0,,Patreon,8/27/2025 11:04,2025-08,,,,,10/31/2025 6:00,238
PATRON_0219,,FALSE,FALSE,Yes,Free,0,0,,Patreon,3/20/2025 1:06,2025-03,,,,,10/30/2025 9:37,398
PATRON_0220,Former patron,FALSE,TRUE,No,Full Rewards,5,6.26,monthly,Patreon,6/9/2024 9:15,2024-06,6/9/2024 9:15,Paid,7/9/2024,7/9/2024,11/4/2025 6:42,512
PATRON_0221,Former patron,FALSE,FALSE,Yes,Free,0,25,monthly,Patreon,1/20/2025 15:47,2025-01,5/21/2025 1:24,Paid,6/21/2025,6/21/2025,11/2/2025 6:50,285
PATRON_0222,Former patron,FALSE,FALSE,Yes,Free,0,10,monthly,Patreon,1/12/2026 11:12,2026-01,2/12/2026 0:16,Paid,3/12/2026,3/12/2026,3/12/2026 0:18,58
PATRON_0223,Former patron,FALSE,FALSE,Yes,Free,0,30,monthly,Patreon,8/27/2024 21:45,2024-08,1/28/2025 0:38,Paid,2/28/2025,2/28/2025,11/4/2025 6:42,433
PATRON_0224,,FALSE,FALSE,Yes,Free,0,0,,Patreon,9/8/2024 23:50,2024-09,,,,,11/4/2025 6:42,591
PATRON_0225,,FALSE,FALSE,Yes,Free,0,0,,Patreon,6/27/2025 0:09,2025-06,,,,,11/2/2025 6:50,299
PATRON_0226,Active patron,TRUE,TRUE,No,Full Rewards,5,35,monthly,Patreon,10/8/2025 21:26,2025-10,4/9/2026 0:31,Paid,,5/9/2026,4/9/2026 14:02,196
PATRON_0227,Former patron,FALSE,FALSE,Yes,Free,0,5,monthly,Patreon,8/3/2025 15:12,2025-08,10/3/2025 2:55,Declined,9/4/2025,9/4/2025,4/8/2026 22:07,248
PATRON_0228,Former patron,FALSE,FALSE,Yes,Free,0,3,monthly,Patreon,10/18/2025 4:38,2025-10,10/18/2025 4:38,Paid,11/19/2025,11/19/2025,11/19/2025 0:38,31
PATRON_0229,Former patron,FALSE,FALSE,Yes,Free,0,5.27,monthly,Patreon,10/7/2025 15:25,2025-10,10/7/2025 15:25,Paid,11/7/2025,11/7/2025,11/7/2025 0:58,30
PATRON_0230,Former patron,FALSE,FALSE,Yes,Free,0,2.5,monthly,Patreon,2/2/2025 19:53,2025-02,2/2/2025 19:53,Paid,3/2/2025,3/2/2025,11/2/2025 6:50,272
PATRON_0231,Former patron,FALSE,FALSE,Yes,Free,0,10,monthly,Patreon,12/13/2024 16:34,2024-12,1/14/2025 0:32,Paid,2/14/2025,2/14/2025,10/30/2025 9:37,320
PATRON_0232,Active patron,TRUE,TRUE,No,Full Rewards,5,5,monthly,Patreon,3/29/2026 1:25,2026-03,3/29/2026 1:25,Paid,,4/29/2026,3/29/2026 3:40,24
PATRON_0233,Former patron,FALSE,TRUE,No,Full Rewards,5,10,monthly,Patreon,5/29/2025 23:34,2025-05,6/30/2025 0:07,Paid,7/30/2025,7/30/2025,11/4/2025 6:42,158
PATRON_0234,Declined patron,FALSE,FALSE,Yes,Free,0,0,monthly,Patreon,3/1/2026 4:17,2026-03,,,4/17/2026,4/17/2026,3/16/2026 23:31,52
PATRON_0235,Former patron,FALSE,FALSE,Yes,Free,0,5,monthly,Patreon,11/24/2024 0:50,2024-11,11/24/2024 0:50,Paid,12/24/2024,12/24/2024,11/4/2025 6:42,345
PATRON_0236,Active patron,TRUE,TRUE,No,Full Rewards,5,80,monthly,Patreon,1/16/2025 8:25,2025-01,4/17/2026 0:34,Paid,,5/17/2026,4/17/2026 7:08,461
PATRON_0237,Former patron,FALSE,TRUE,No,Full Rewards,5,15,monthly,Patreon,8/27/2025 16:18,2025-08,12/8/2025 16:00,Paid,1/9/2026,1/9/2026,1/9/2026 0:50,134
PATRON_0238,Former patron,FALSE,TRUE,No,Full Rewards,5,10,monthly,Patreon,4/21/2025 5:40,2025-04,7/18/2025 2:26,Declined,6/22/2025,6/22/2025,12/3/2025 7:33,226
PATRON_0239,Former patron,FALSE,FALSE,Yes,Free,0,30,monthly,Patreon,10/13/2025 4:44,2025-10,3/13/2026 0:16,Paid,4/13/2026,4/13/2026,4/13/2026 0:32,181
PATRON_0240,Former patron,FALSE,FALSE,Yes,Free,0,12,monthly,Patreon,2/27/2025 5:27,2025-02,6/16/2025 0:47,Paid,7/16/2025,7/16/2025,11/4/2025 6:42,250
PATRON_0241,,FALSE,FALSE,Yes,Free,0,0,,Patreon,1/30/2025 14:25,2025-01,,,,,10/31/2025 6:00,447
PATRON_0242,,FALSE,FALSE,Yes,Free,0,0,,Patreon,4/3/2025 23:36,2025-04,,,,,11/4/2025 6:42,384
PATRON_0243,Active patron,TRUE,TRUE,No,Full Rewards,5,50,monthly,Patreon,7/6/2025 2:38,2025-07,4/6/2026 0:29,Paid,,5/6/2026,4/6/2026 9:27,290
PATRON_0244,Former patron,FALSE,FALSE,Yes,Free,0,5,monthly,Patreon,1/15/2025 17:27,2025-01,1/15/2025 17:27,Paid,2/15/2025,2/15/2025,10/30/2025 9:37,287
PATRON_0245,Former patron,FALSE,FALSE,Yes,Free,0,5,monthly,Patreon,11/25/2024 3:03,2024-11,11/25/2024 3:03,Paid,12/25/2024,12/25/2024,11/5/2025 11:41,345
PATRON_0246,,FALSE,FALSE,Yes,Free,0,0,,Patreon,5/4/2025 20:24,2025-05,,,,,10/30/2025 9:37,353
PATRON_0247,,FALSE,FALSE,Yes,Free,0,0,,Patreon,4/20/2025 3:34,2025-04,,,,,10/31/2025 6:00,367
PATRON_0248,Former patron,FALSE,FALSE,Yes,Free,0,45,monthly,Patreon,11/6/2024 17:42,2024-11,7/6/2025 0:26,Paid,8/6/2025,8/6/2025,11/2/2025 6:50,360
PATRON_0249,Active patron,TRUE,TRUE,No,Full Rewards,5,90,monthly,Patreon,11/11/2024 19:20,2024-11,4/12/2026 0:15,Paid,,5/12/2026,4/12/2026 5:50,527
PATRON_0250,Active patron,TRUE,TRUE,No,Commission,60,804,monthly,Patreon,8/13/2025 11:38,2025-08,3/31/2026 6:35,Paid,,4/30/2026,3/31/2026 8:50,252
PATRON_0251,,FALSE,FALSE,Yes,Free,0,0,,Patreon,11/9/2024 10:02,2024-11,,,,,11/2/2025 6:50,529
PATRON_0252,,FALSE,FALSE,Yes,Free,0,0,,Patreon,7/27/2025 22:30,2025-07,,,,,11/5/2025 11:41,269
PATRON_0253,,FALSE,FALSE,Yes,Free,0,0,,Patreon,7/27/2024 6:27,2024-07,,,,,11/4/2025 6:42,634
PATRON_0254,,FALSE,FALSE,Yes,Free,0,0,,Patreon,9/7/2025 12:52,2025-09,,,,,11/4/2025 6:42,227
PATRON_0255,Former patron,FALSE,FALSE,Yes,Free,0,10,monthly,Patreon,9/8/2024 17:24,2024-09,10/8/2024 1:01,Paid,11/8/2024,11/8/2024,10/31/2025 6:00,417
PATRON_0256,Former patron,FALSE,TRUE,No,Full Rewards,5,5,monthly,Patreon,11/27/2025 15:14,2025-11,11/27/2025 15:14,Paid,12/27/2025,12/27/2025,12/27/2025 0:52,29
PATRON_0257,,FALSE,FALSE,Yes,Free,0,0,,Patreon,5/4/2025 20:53,2025-05,,,,,11/2/2025 6:50,353
PATRON_0258,Former patron,FALSE,TRUE,No,Full Rewards,5,25,monthly,Patreon,1/28/2025 19:41,2025-01,6/3/2025 1:35,Paid,7/3/2025,7/3/2025,11/2/2025 6:50,277
PATRON_0259,,FALSE,FALSE,Yes,Free,0,0,,Patreon,3/31/2026 7:28,2026-03,,,,,3/31/2026 7:28,22
PATRON_0260,,FALSE,FALSE,Yes,Free,0,0,,Patreon,8/13/2024 8:43,2024-08,,,,,10/30/2025 9:37,617
PATRON_0261,Active patron,TRUE,TRUE,No,Full Rewards,50.4,50.4,annual,Patreon,2/19/2026 22:12,2026-02,2/19/2026 22:12,Paid,,2/20/2027,2/20/2026 0:27,62
PATRON_0262,,FALSE,FALSE,Yes,Free,0,0,,Patreon,10/28/2025 9:15,2025-10,,,,,11/5/2025 11:41,176
PATRON_0263,,FALSE,FALSE,Yes,Free,0,0,,Patreon,10/11/2024 15:23,2024-10,,,,,10/30/2025 9:37,558
PATRON_0264,Former patron,FALSE,TRUE,No,Full Rewards,5,11,monthly,Patreon,11/12/2024 14:39,2024-11,12/13/2024 1:00,Paid,1/13/2025,1/13/2025,11/2/2025 6:50,354
PATRON_0265,Former patron,FALSE,FALSE,Yes,Free,0,5.45,monthly,Patreon,9/28/2025 7:32,2025-09,11/28/2025 3:16,Declined,10/29/2025,10/29/2025,4/8/2026 22:06,192
PATRON_0266,,FALSE,FALSE,Yes,Free,0,0,,Patreon,6/24/2025 13:25,2025-06,,,,,10/31/2025 6:00,302
PATRON_0267,,FALSE,FALSE,Yes,Free,0,0,,Patreon,8/30/2024 3:29,2024-08,,,,,11/4/2025 6:42,600
PATRON_0268,,FALSE,FALSE,Yes,Free,0,0,,Patreon,9/20/2025 23:21,2025-09,,,,,11/4/2025 6:42,214
PATRON_0269,Former patron,FALSE,TRUE,No,Full Rewards,5,6.32,monthly,Patreon,2/28/2026 16:40,2026-02,2/28/2026 16:40,Paid,3/29/2026,3/29/2026,3/29/2026 0:06,28
PATRON_0270,,FALSE,FALSE,Yes,Free,0,0,,Patreon,8/17/2025 23:35,2025-08,,,,,10/30/2025 9:37,248
PATRON_0271,Active patron,TRUE,TRUE,No,Full Rewards,5,39.19,monthly,Patreon,10/12/2025 21:42,2025-10,4/13/2026 0:26,Paid,,5/13/2026,4/13/2026 7:04,192
PATRON_0272,Former patron,FALSE,FALSE,Yes,Free,0,5,monthly,Patreon,2/12/2026 17:06,2026-02,2/12/2026 17:07,Paid,3/13/2026,3/13/2026,3/13/2026 0:05,28
PATRON_0273,,FALSE,FALSE,Yes,Free,0,0,,Patreon,12/16/2024 13:52,2024-12,,,,,10/30/2025 9:37,492
PATRON_0274,,FALSE,FALSE,Yes,Free,0,0,,Patreon,6/12/2024 17:11,2024-06,,,,,10/31/2025 6:00,679
PATRON_0275,,FALSE,FALSE,Yes,Free,0,0,,Patreon,5/2/2024 5:35,2024-05,,,,,10/31/2025 6:00,720
PATRON_0276,,FALSE,FALSE,Yes,Free,0,0,,Patreon,7/22/2024 13:14,2024-07,,,,,11/2/2025 7:19,639
PATRON_0277,Former patron,FALSE,TRUE,No,Full Rewards,5,11.83,monthly,Patreon,9/1/2024 7:11,2024-09,4/1/2025 8:47,Paid,5/1/2025,5/1/2025,11/4/2025 11:21,429
PATRON_0278,Former patron,FALSE,TRUE,No,Full Rewards,5,595,monthly,Patreon,7/16/2024 5:52,2024-07,11/19/2024 17:58,Paid,12/20/2024,12/20/2024,10/31/2025 5:57,472
PATRON_0279,Former patron,FALSE,TRUE,No,Full Rewards,7.5,7.5,monthly,Apple in-app subscriptions,3/17/2025 2:13,2025-03,3/17/2025 2:13,Paid,4/17/2025,4/17/2025,10/30/2025 10:23,227
PATRON_0280,Former patron,FALSE,FALSE,Yes,Free,0,4.03,monthly,Patreon,8/12/2025 12:36,2025-08,8/12/2025 12:36,Paid,9/12/2025,9/12/2025,10/30/2025 10:23,78
PATRON_0281,Former patron,FALSE,TRUE,No,Full Rewards,5,5.5,monthly,Patreon,11/21/2025 8:52,2025-11,11/21/2025 8:52,Paid,12/21/2025,12/21/2025,1/26/2026 3:07,65
PATRON_0282,Active patron,TRUE,TRUE,No,Full Rewards,5,5,monthly,Patreon,4/11/2026 22:55,2026-04,4/11/2026 22:55,Paid,,5/12/2026,4/12/2026 1:10,11
PATRON_0283,Active patron,TRUE,TRUE,No,Full Rewards,5,5.48,monthly,Patreon,4/19/2026 21:37,2026-04,4/19/2026 21:37,Paid,,5/20/2026,4/19/2026 23:53,3
PATRON_0284,Former patron,FALSE,FALSE,Yes,Free,0,5,monthly,Patreon,3/27/2025 20:41,2025-03,3/27/2025 20:41,Paid,4/28/2025,4/28/2025,11/2/2025 7:19,219
PATRON_0285,,FALSE,FALSE,Yes,Free,0,0,,Patreon,8/28/2024 1:39,2024-08,,,,,10/31/2025 5:57,602
PATRON_0286,,FALSE,FALSE,Yes,Free,0,0,,Patreon,6/15/2025 22:08,2025-06,,,,,12/31/2025 14:51,311
PATRON_0287,,FALSE,FALSE,Yes,Free,0,0,,Patreon,8/10/2025 6:54,2025-08,,,,,11/2/2025 7:19,255
PATRON_0288,,FALSE,FALSE,Yes,Free,0,0,,Patreon,1/2/2025 9:23,2025-01,,,,,11/2/2025 7:19,475
PATRON_0289,,FALSE,FALSE,Yes,Free,0,0,,Patreon,3/22/2025 22:03,2025-03,,,,,3/8/2026 20:08,396
PATRON_0290,Former patron,FALSE,FALSE,Yes,Free,0,4.69,monthly,Patreon,6/13/2025 21:07,2025-06,6/13/2025 21:07,Paid,7/14/2025,7/14/2025,10/30/2025 10:23,138
PATRON_0291,,FALSE,FALSE,Yes,Free,0,0,,Patreon,10/16/2025 17:48,2025-10,,,,,11/5/2025 11:43,188
PATRON_0292,Active patron,TRUE,TRUE,No,Full Rewards,5,45,monthly,Patreon,12/16/2024 9:22,2024-12,3/27/2026 0:09,Paid,,4/27/2026,3/27/2026 12:25,492
PATRON_0293,Former patron,FALSE,FALSE,Yes,Free,0,20,monthly,Patreon,7/4/2025 19:38,2025-07,12/3/2025 2:59,Declined,11/5/2025,11/5/2025,4/8/2026 22:05,278
PATRON_0294,Former patron,FALSE,TRUE,No,VIP Rewards,10,57.5,monthly,Patreon,12/26/2024 23:56,2024-12,10/18/2025 0:16,Paid,11/18/2025,11/18/2025,11/18/2025 0:49,326
PATRON_0295,,FALSE,FALSE,Yes,Free,0,0,,Patreon,10/28/2024 7:07,2024-10,,,,,10/31/2025 5:57,541
PATRON_0296,Former patron,FALSE,TRUE,No,Full Rewards,5,14.96,monthly,Patreon,3/9/2025 22:53,2025-03,9/26/2025 20:21,Paid,10/26/2025,10/26/2025,11/4/2025 11:21,239
PATRON_0297,,FALSE,FALSE,Yes,Free,0,0,,Patreon,8/5/2025 0:09,2025-08,,,,,11/2/2025 7:19,260
PATRON_0298,,FALSE,FALSE,Yes,Free,0,0,,Patreon,5/6/2025 8:41,2025-05,,,,,10/31/2025 5:57,351
PATRON_0299,,FALSE,FALSE,Yes,Free,0,0,,Patreon,7/28/2025 22:08,2025-07,,,,,10/30/2025 10:23,268
PATRON_0300,,FALSE,FALSE,Yes,Free,0,0,,Patreon,7/26/2025 5:52,2025-07,,,,,11/4/2025 11:21,270
PATRON_0301,,FALSE,FALSE,Yes,Free,0,0,,Patreon,2/2/2025 14:17,2025-02,,,,,11/5/2025 11:43,444
